otu	MP0144	MP0145	MP0261	MP0262	MP0326	MP0327	MP0371	MP0372	MP0440	MP0441	MP0555	MP0556	MP0626	MP0627	MP0739	MP0740	MP0758	MP0759	MP0900	MP0901	MP0959	MP0960	MP1091	MP1092	MP1140	MP1141	MP1201	MP1202	MP1241	MP1242	MP1373	MP1374	MP1434	MP1435	MP1482	MP1483	MP1493	MP1494	MP1604	MP1605	MP1648	MP1649	MP1787	MP1788	MP1896	MP1897	MP2015	MP2016	MP2052	MP2053	MP2158	MP2159	MP2252	MP2253	MP2497	MP2498	MP2633	MP2634	MP2913	MP2914	chimera.uchime	chimera.slayer	RDP_Domain	RDP_Domain_conf	RDP_Phylum	RDP_Phylum_conf	RDP_Class	RDP_Class_conf	RDP_Order	RDP_Order_conf	RDP_Family	RDP_Family_conf	RDP_Genus	RDP_Genus_conf	SILVA_Taxonomy	evalue	match
5682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	46	Deltaproteobacteria	17	Desulfovibrionales	8	Desulfohalobiaceae	5	Desulfovermiculus	5	Bacteria;Planctomycetes;MBMPE71;uncultured bacterium	5e-78	12413
5683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Proteobacteria	32	Alphaproteobacteria	10	Rhodospirillales	8	Acetobacteraceae	8	Craurococcus	8	Bacteria;Planctomycetes;Phycisphaerae;mle1-8;uncultured deep-sea bacterium	3e-36	35138
5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Proteobacteria	33	Deltaproteobacteria	17	Myxococcales	8	Cystobacteraceae	8	Anaeromyxobacter	8	Bacteria;Planctomycetes;Phycisphaerae;vadinBA30 marine sediment group;uncultured bacterium	6e-133	33943
5685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	60	Bacilli	57	Bacillales	57	Pasteuriaceae	56	Pasteuria	56	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;uncultured bacterium	2e-92	98640
5686	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	N	N	Bacteria	100	Proteobacteria	80	Gammaproteobacteria	69	Oceanospirillales	60	Halomonadaceae	52	Modicisalibacter	32	Bacteria;Planctomycetes;Pla3 lineage;uncultured bacterium	1e-87	88148
5687	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	N	N	Bacteria	100	Firmicutes	48	Clostridia	34	Clostridiales	31	Clostridiaceae 3	26	Thermohalobacter	24	Bacteria;Planctomycetes;Pla3 lineage;uncultured bacterium	2e-95	88148
5691	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	84	Alphaproteobacteria	82	Rhodobacterales	50	Rhodobacteraceae	50	Palleronia	25	Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;uncultured bacterium	7e-102	81467
5692	42	23	18	35	30	30	35	27	36	26	16	6	15	10	23	2	17	9	26	14	32	51	20	17	16	3	19	11	23	27	21	10	29	7	14	3	7	10	19	33	9	18	20	3	9	6	4	3	9	3	26	4	65	6	8	5	17	20	25	27	N	N	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Alteromonadales	100	Alteromonadaceae	100	Alteromonas	83	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas;uncultured gamma proteobacterium	9e-129	96994
5693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Spirochaetes	11	Spirochaetes	11	Spirochaetales	11	Leptospiraceae	11	Leptonema	11	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;planctomycete GMD15D02	1e-94	67760
5694	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	94	Planctomycetes	15	Planctomycetacia	15	Planctomycetales	15	Planctomycetaceae	15	Zavarzinella	7	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;planctomycete GMD15D02	1e-44	67760
5695	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	3	0	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	24	Acidobacteria_Gp3	24	Bryobacter	24	Bryobacter	24	Bryobacter	24	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-130	65659
5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	59	Gammaproteobacteria	45	Xanthomonadales	26	Xanthomonadaceae	25	Ignatzschineria	25	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	5e-109	80975
5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Proteobacteria	29	Deltaproteobacteria	26	Bdellovibrionales	20	Bdellovibrionaceae	20	Vampirovibrio	20	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-123	92564
5698	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Acidobacteria	16	Acidobacteria_Gp3	12	Bryobacter	12	Bryobacter	12	Bryobacter	12	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-119	84853
5699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	N	N	Bacteria	98	Planctomycetes	16	Phycisphaerae	14	Phycisphaerales	14	Phycisphaeraceae	14	Phycisphaera	14	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	6e-90	84853
5700	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	N	N	Bacteria	100	Proteobacteria	41	Gammaproteobacteria	35	Gammaproteobacteria_incertae_sedis	15	Thioprofundum	8	Thioprofundum	8	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	5e-109	84853
5701	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	N	N	Bacteria	100	Acidobacteria	10	Acidobacteria_Gp3	9	Bryobacter	9	Bryobacter	9	Bryobacter	9	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	1e-118	84853
5702	0	0	0	1	0	0	0	3	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	4	0	4	0	0	0	1	0	3	0	0	0	2	0	2	0	2	0	1	0	3	0	6	0	1	0	1	0	2	0	0	0	0	N	N	Bacteria	100	Acidobacteria	12	Acidobacteria_Gp3	10	Bryobacter	10	Bryobacter	10	Bryobacter	10	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	1e-100	84853
5703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	8	Phycisphaerae	8	Phycisphaerales	8	Phycisphaeraceae	8	Phycisphaera	8	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	7e-105	84853
5704	0	1	0	2	0	1	0	4	0	1	0	1	0	1	0	3	0	1	0	0	0	1	0	2	0	0	0	3	0	2	0	0	0	0	0	1	0	1	0	2	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	2	1	0	N	N	Bacteria	99	Firmicutes	57	Bacilli	33	Bacillales	24	Paenibacillaceae 2	11	Oxalophagus	1	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium	7e-108	21056
5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	N	N	Bacteria	100	Actinobacteria	78	Actinobacteria	78	Actinomycetales	74	Corynebacterineae_incertae_sedis	30	Tomitella	30	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	7e-102	84853
5706	0	1	0	4	0	1	0	3	0	2	0	0	0	2	0	1	0	3	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	3	0	4	0	1	0	2	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	2	0	0	N	N	Bacteria	100	Acidobacteria	12	Acidobacteria_Gp3	11	Bryobacter	11	Bryobacter	11	Bryobacter	11	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	6e-124	19423
5707	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	3	0	1	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	N	N	Bacteria	100	Verrucomicrobia	20	Opitutae	20	Puniceicoccales	20	Puniceicoccaceae	20	Cerasicoccus	20	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-123	74906
5708	1	7	0	6	1	2	0	7	0	3	0	3	0	4	0	3	0	2	0	0	0	6	1	5	3	0	0	7	0	2	0	2	0	0	0	6	0	7	0	0	0	3	0	2	1	4	0	2	1	2	0	5	0	4	1	8	2	7	3	3	N	N	Bacteria	99	Proteobacteria	67	Deltaproteobacteria	38	Desulfobacterales	24	Desulfobacteraceae	19	Desulfosalsimonas	8	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium	2e-130	9741
5709	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Acidobacteria	100	Acidobacteria_Gp1	100	Gp1	100	Gp1	100	Gp1	100	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Acidobacterium;uncultured bacterium	4e-128	216
5710	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	3	0	1	0	1	0	0	N	N	Bacteria	100	Acidobacteria	32	Acidobacteria_Gp3	32	Bryobacter	32	Bryobacter	32	Bryobacter	32	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium	3e-135	42033
5711	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	N	N	Bacteria	100	Actinobacteria	35	Actinobacteria	35	Actinomycetales	24	Micromonosporaceae	4	Allocatelliglobosispora	4	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	7e-102	88520
5712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Planctomycetes	61	Planctomycetacia	40	Planctomycetales	40	Planctomycetaceae	40	Blastopirellula	23	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium	1e-78	14220
5713	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Proteobacteria	65	Deltaproteobacteria	48	Bdellovibrionales	19	Bdellovibrionaceae	19	Bdellovibrio	19	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured bacterium	6e-90	27783
5714	0	4	1	3	0	2	0	1	0	3	0	1	0	0	1	1	0	4	0	0	0	2	0	2	0	0	0	4	0	1	0	1	1	2	0	1	0	0	0	3	0	3	0	1	0	1	0	1	0	1	0	3	0	0	0	1	0	2	0	0	N	N	Bacteria	100	Proteobacteria	76	Alphaproteobacteria	52	Alphaproteobacteria_incertae_sedis	4	Geminicoccus	4	Geminicoccus	4	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);marine metagenome	2e-126	79502
5715	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	92	Gammaproteobacteria	89	Alteromonadales	85	Alteromonadaceae	85	Salinimonas	78	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	9e-89	19058
5716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	22	Sphingobacteria	17	Sphingobacteriales	17	Rhodothermaceae	9	Salisaeta	9	Bacteria;TM6;uncultured bacterium	2e-111	67089
5717	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Chrysiogenetes	17	Chrysiogenetes	17	Chrysiogenales	17	Chrysiogenaceae	17	Desulfurispira	15	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);marine metagenome	1e-137	21532
5719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	70	Gammaproteobacteria	58	Chromatiales	37	Chromatiaceae	8	Nitrosococcus	8	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium	1e-106	110402
5720	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	49	Clostridia	33	Clostridiales	25	Peptococcaceae 2	6	Desulfurispora	6	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium	3e-107	110402
5721	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	68	Gammaproteobacteria	59	Chromatiales	27	Chromatiaceae	10	Nitrosococcus	9	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured SAR406 cluster bacterium	8e-83	110402
5722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	98	Planctomycetes	24	Planctomycetacia	24	Planctomycetales	24	Planctomycetaceae	24	Isosphaera	23	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	1e-118	40814
5723	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	N	N	Bacteria	98	Planctomycetes	52	Planctomycetacia	52	Planctomycetales	52	Planctomycetaceae	52	Isosphaera	39	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-96	40814
5724	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	N	N	Bacteria	100	Planctomycetes	33	Planctomycetacia	33	Planctomycetales	33	Planctomycetaceae	33	Isosphaera	29	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-99	40814
5725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Actinobacteria	36	Actinobacteria	36	Actinomycetales	36	Nocardioidaceae	12	Pimelobacter	12	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-104	40814
5726	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	N	N	Bacteria	100	Firmicutes	38	Clostridia	35	Clostridiales	33	Ruminococcaceae	23	Anaerotruncus	22	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	5e-121	30899
5727	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	41	Clostridia	37	Clostridiales	35	Ruminococcaceae	25	Anaerotruncus	24	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	2e-99	30899
5728	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	53	Gammaproteobacteria	31	Methylococcales	9	Methylococcaceae	9	Methylococcus	9	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-104	30899
5729	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Firmicutes	37	Clostridia	36	Clostridiales	31	Peptococcaceae 2	8	Desulfurispora	8	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-98	17573
5730	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	99	Firmicutes	43	Clostridia	41	Clostridiales	36	Ruminococcaceae	19	Anaerotruncus	19	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	7e-111	18312
5731	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	33	Gammaproteobacteria	19	Xanthomonadales	14	Xanthomonadaceae	14	Wohlfahrtiimonas	6	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	4e-103	17573
5732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	96	Proteobacteria	35	Gammaproteobacteria	14	Xanthomonadales	10	Xanthomonadaceae	10	Wohlfahrtiimonas	9	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	1e-106	26377
5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	95	Firmicutes	50	Clostridia	40	Clostridiales	36	Clostridiales_Incertae Sedis IV	12	Mahella	12	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	5e-121	26377
5734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	95	Firmicutes	61	Clostridia	57	Clostridiales	50	Clostridiales_Incertae Sedis IV	16	Mahella	16	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	6e-96	26377
5735	0	3	0	3	0	1	0	3	0	0	0	5	0	0	1	2	0	0	0	2	0	2	0	1	0	3	0	1	0	1	0	1	0	1	0	4	0	4	0	0	0	3	0	1	0	1	0	3	0	0	0	2	0	3	0	0	0	1	1	0	N	N	Bacteria	99	Aquificae	27	Aquificae	27	Aquificales	27	Hydrogenothermaceae	27	Venenivibrio	23	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	1e-127	45906
5736	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Proteobacteria	56	Gammaproteobacteria	32	Xanthomonadales	23	Xanthomonadaceae	22	Ignatzschineria	20	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-116	86030
5737	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	N	N	Bacteria	100	Proteobacteria	28	Deltaproteobacteria	25	Syntrophobacterales	25	Syntrophaceae	25	Smithella	25	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	3e-110	77925
5738	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	N	N	Bacteria	100	Tenericutes	21	Mollicutes	21	Haloplasmatales	21	Haloplasmataceae	21	Haloplasma	21	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured bacterium	5e-121	68405
5740	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	N	Bacteria	100	Bacteroidetes	21	Flavobacteria	16	Flavobacteriales	16	Flavobacteriaceae	16	Lutaonella	4	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;SAR406 clade(Marine group A);uncultured marine bacterium	2e-130	97543
